GA,Lowest,Q1,Avg.,Q3,Highest
380, -779.8657, 254.59897, 761.08545, 1213.9199, 1792.7382
381, -485.26282, 455.48688, 856.71857, 1314.3859, 1874.3779
382, -773.5615, 345.72986, 789.1093, 1228.7262, 1876.7294
383, -759.4535, 390.76062, 793.55804, 1200.2975, 1760.4172
384, -465.54483, 364.4314, 872.87213, 1306.443, 1802.4128
385, -943.34827, 399.69153, 774.6828, 1168.1042, 2027.9612
386, -301.7506, 320.97437, 819.4807, 1230.451, 1841.6807
387, -419.08948, 462.6524, 862.3995, 1283.4777, 1775.5641
388, -348.72247, 270.4318, 780.79205, 1228.4344, 1727.0284
389, -279.57474, 443.08105, 857.7427, 1236.6732, 1922.915
390, -401.21982, 395.5562, 837.5695, 1234.5106, 1711.2725
391, -166.19592, 465.9521, 911.4995, 1278.1514, 1719.1748
392, -274.0426, 390.1209, 852.4252, 1248.3317, 1681.7777
393, -142.84271, 376.51608, 857.43384, 1236.4359, 1752.9047
394, -594.26843, 597.03754, 908.82544, 1238.3573, 1548.1349
395, -411.71237, 555.8926, 936.9766, 1291.7554, 1907.9333
396, -267.96613, 590.53174, 953.4701, 1303.7937, 1670.3031
397, -242.23334, 425.54016, 908.58795, 1240.8613, 1856.5476
398, -348.14758, 513.5842, 946.3054, 1337.4357, 1694.0146
399, -531.4929, 677.0111, 901.12085, 1228.7406, 1780.826
400, -286.82745, 431.00787, 879.58545, 1277.8466, 1819.0687
401, -938.251, 387.24335, 826.1577, 1272.3492, 1744.5437
402, -593.9066, 623.73175, 961.71466, 1336.1521, 1834.66
403, -1257.8851, 449.9322, 824.1961, 1215.0557, 1709.4447
404, -421.8732, 333.0786, 810.89703, 1243.6064, 1860.704
405, -959.6297, 327.2522, 790.3725, 1170.3588, 1693.0637
406, -326.8708, 340.24707, 805.39954, 1235.9102, 1718.5433
407, -639.36707, 472.33972, 878.9009, 1299.3663, 1761.8561
408, -266.51013, 552.651, 897.4606, 1233.1018, 2044.8899
409, -315.8667, 308.99167, 833.34674, 1212.9834, 1945.9934
410, -1333.2646, 459.6576, 866.334, 1251.0809, 1742.7805
411, -26.0122, 389.81427, 905.79236, 1288.9277, 1871.1217
412, 47.441223, 577.93695, 938.75415, 1280.5527, 2005.98
413, -711.166, 548.34174, 953.53784, 1352.8258, 1755.8198
414, -208.10367, 540.3825, 937.577, 1313.2069, 2037.5393
415, -76.56694, 553.7568, 1000.60944, 1398.6354, 1809.377
416, -704.4976, 359.99188, 875.31213, 1277.9602, 2262.5083
417, -999.91693, 326.00488, 828.23987, 1273.8563, 1812.3861
418, -124.34229, 411.97833, 844.4875, 1169.1681, 1851.7396
419, -432.58566, 396.93, 817.5706, 1267.8502, 1900.5243
420, -1313.3795, 307.7449, 745.22186, 1155.6167, 1662.9415
421, -201.86426, 348.1537, 768.5543, 1146.5504, 1850.3131
422, -505.54404, 339.26395, 755.2975, 1126.1467, 1779.6007
423, -380.65872, 280.83694, 683.11096, 1062.0929, 2021.1545
424, -1141.219, 199.64096, 572.98724, 998.7024, 1632.8082
425, -658.7927, 196.50098, 647.8157, 1109.9879, 1756.8441
426, -136.98758, 448.79077, 841.87036, 1204.4034, 1744.0958
427, -510.10178, 256.09482, 766.21936, 1274.6655, 1798.1605
428, -309.29254, 313.19022, 815.6464, 1274.8303, 1893.9056
429, -310.6261, 256.5778, 851.9143, 1349.6594, 2013.2212
430, -798.6436, 326.57346, 870.0871, 1243.0731, 2117.8435
431, -801.4472, 329.75797, 844.3441, 1195.5986, 2015.835
432, -475.64026, 497.8141, 917.3783, 1387.8477, 1859.8137
433, -389.6325, 270.97153, 898.12756, 1305.5555, 2024.6626
434, -1064.1948, 597.6739, 1007.48315, 1403.9777, 2273.2244
435, -791.20325, 600.0728, 1034.7281, 1441.8821, 2186.3303
436, -1283.6041, 356.7053, 883.1266, 1363.8071, 2329.9817
437, -372.86133, 457.18768, 1002.87946, 1497.8729, 2108.4968
438, -538.1865, 598.7967, 1064.5968, 1559.4965, 2162.3723
439, -1160.3011, 418.7088, 1056.6073, 1606.1189, 2508.996
440, -690.74445, 696.25885, 1155.9144, 1642.862, 2207.7285
441, -1094.0679, 337.02075, 1139.2461, 1727.5205, 2333.3516
442, 19.578995, 1060.3483, 1355.0927, 1798.8824, 2192.2368
443, -1074.9526, 542.1377, 1204.0107, 1731.212, 2628.8242
444, -772.3708, 776.61957, 1233.7601, 1668.1028, 2370.9683
445, -424.4096, 549.12054, 1237.6184, 1820.0792, 2210.9216
446, -579.5383, 804.06934, 1343.922, 1810.884, 2424.9216
447, -505.90652, 763.19696, 1217.6088, 1820.4606, 2306.4001
448, -621.6106, 640.2226, 1264.6471, 1841.0839, 2434.0715
449, -660.9836, 528.159, 1258.3967, 1900.2947, 2371.6257
450, -177.47072, 952.7914, 1417.7009, 1912.4794, 2537.7053
451, -78.66203, 874.6302, 1305.2133, 1837.834, 2387.4158
452, 75.63275, 741.9754, 1361.7467, 1902.0325, 2383.004
453, -989.58234, 922.9022, 1405.4988, 1956.3135, 2523.0105
454, -170.98055, 788.85187, 1308.1508, 1813.757, 2340.2964
455, -478.16574, 918.40125, 1382.5325, 1871.1168, 2427.0583
456, -827.1665, 631.932, 1284.7583, 1851.0414, 2404.529
457, -554.1256, 673.8158, 1245.5806, 1759.4258, 2252.7163
458, -695.41254, 556.37006, 1255.8218, 1837.8025, 2344.6958
459, -544.7255, 971.5741, 1376.8884, 1945.0349, 2354.2266
460, -406.85202, 1223.3756, 1455.073, 1870.4095, 2325.7559
461, -1277.3763, 844.02716, 1354.7236, 1923.929, 2514.1765
462, -430.375, 973.194, 1427.7186, 1896.954, 2480.6082
463, -229.22931, 688.52637, 1364.723, 1975.325, 2421.2698
464, 23.259384, 959.6719, 1447.3997, 1940.0532, 2231.0898
465, -1302.4132, 884.2573, 1422.8862, 1970.2446, 2498.7905
466, -298.4923, 988.0077, 1400.2264, 1935.1272, 2368.2146
467, -80.024216, 909.417, 1370.1234, 1879.3668, 2336.2249
468, -216.15549, 828.33417, 1326.7783, 1883.0096, 2414.1985
469, -119.754616, 742.5368, 1287.2158, 1833.8768, 2456.9058
470, -560.4635, 503.59137, 1191.3942, 1811.8151, 2207.0896
471, -911.33856, 601.1579, 1196.0146, 1775.0156, 2478.7566
472, -725.2833, 695.12354, 1269.869, 1803.5564, 2270.7344
473, -92.06001, 543.4134, 1278.1268, 1946.9624, 2327.2983
474, -607.15344, 590.938, 1355.895, 1963.3542, 2531.1255
475, -437.2329, 631.31433, 1304.1494, 1843.7042, 2412.7449
476, -795.3487, 533.4494, 1253.8693, 1835.1901, 2314.9324
477, -390.05264, 858.2969, 1366.8694, 1866.4945, 2253.6663
478, -467.60382, 661.01074, 1262.8309, 1759.0165, 2277.735
479, -55.49154, 761.8565, 1209.0314, 1722.1289, 2263.7292
480, 11.620834, 869.31866, 1356.3733, 1845.2969, 2369.326
481, -570.5055, 1039.8037, 1366.9698, 1708.2522, 2467.361
482, -689.50354, 724.25055, 1269.0479, 1857.5331, 2348.9226
483, 19.616577, 750.89154, 1326.1981, 1871.288, 2461.5273
484, -292.401, 554.75745, 1252.1837, 1806.739, 2316.2065
485, -37.142113, 709.0605, 1372.2908, 1965.926, 2326.8186
486, -935.3467, 667.6093, 1297.2852, 1876.7101, 2336.6428
487, -484.71262, 988.8949, 1415.3542, 1944.8069, 2421.1746
488, -897.1087, 900.27637, 1281.8118, 1799.7196, 2525.7832
489, -610.69934, 805.32306, 1326.4803, 1888.4509, 2356.4978
490, -162.00069, 883.6578, 1371.625, 1849.9529, 2455.6582
491, -650.7398, 361.4625, 1037.4589, 1685.6495, 2310.0298
492, -286.4941, 619.68445, 1189.7612, 1779.7384, 2467.6736
493, -1593.4149, 540.719, 1106.1802, 1583.327, 2186.0525
494, -1237.9233, 524.01904, 1090.5833, 1728.9619, 2406.9338
495, -1151.6289, 753.3922, 1281.5487, 1819.1163, 2461.286
496, -1625.6742, 719.42444, 1306.2119, 1889.7472, 2370.3872
497, -480.4653, 504.49567, 1245.2848, 1854.0148, 2246.9668
498, -276.77783, 719.91675, 1277.8146, 1806.0101, 2280.6257
499, -1406.5289, 582.9898, 1175.9728, 1838.1176, 2268.2695
500, -1518.9337, 673.20667, 1243.0493, 1831.9822, 2413.9624
501, -137.94986, 1119.5592, 1487.5798, 1905.7075, 2461.036
502, -477.61484, 596.1731, 1271.2202, 1869.9803, 2394.7993
503, -1039.3574, 466.60577, 1208.7448, 1862.4622, 2364.5012
504, -228.07227, 647.0132, 1277.1653, 1875.906, 2386.339
505, -1313.8291, 687.56476, 1258.1798, 1802.2559, 2390.1814
506, 27.51802, 874.69293, 1387.8722, 1918.1912, 2418.468
507, -1842.3596, 480.88495, 1197.3673, 1844.2958, 2450.347
508, -770.5926, 506.7124, 1253.3556, 1896.4115, 2547.6584
509, -1176.7982, 746.2479, 1349.6989, 1905.3263, 2520.572
510, -618.9872, 915.0399, 1406.7961, 1986.5876, 2367.4578
511, -1467.3953, 672.7172, 1244.6292, 1848.5436, 2597.265
512, -949.00116, 1017.3508, 1360.9675, 1825.9531, 2360.056
513, -1502.387, 668.87933, 1223.5298, 1737.1559, 2143.4302
514, -1461.8177, 822.98114, 1268.4613, 1816.4094, 2435.838
515, -1429.0043, 673.23224, 1293.3827, 1934.6855, 2320.8677
516, -1294.0428, 567.9118, 1292.3314, 1951.0647, 2364.899
517, -1166.6006, 964.2081, 1351.9661, 1879.2433, 2330.7944
518, -421.4518, 843.60175, 1401.9927, 1882.1268, 2260.8162
519, -1548.3953, 687.34644, 1299.3872, 1835.3572, 2555.302
520, -1315.2218, 775.95654, 1187.2379, 1768.58, 2313.4885
521, -1114.1796, 617.9589, 1250.26, 1823.4669, 2399.2544
522, -1123.2593, 418.04456, 1197.0939, 1798.3524, 2453.7852
523, -301.07535, 622.3757, 1187.97, 1757.9622, 2360.5435
524, -1664.019, 941.432, 1368.0483, 1973.5684, 2394.5403
525, -278.2461, 942.1531, 1435.5201, 1992.4526, 2367.3816
526, -1097.3115, 555.2328, 1245.4927, 1873.7386, 2480.2183
527, -1439.8474, 488.3048, 1145.5426, 1739.9656, 2431.6038
528, -81.115746, 873.69086, 1405.8472, 1978.9092, 2396.8352
529, -1113.856, 704.5148, 1328.1726, 1949.3833, 2263.0313
530, -367.81482, 605.69305, 1320.3525, 1870.002, 2491.83
531, -57.208717, 616.2613, 1311.9927, 1877.7474, 2605.8982
532, -76.057755, 827.47, 1367.2017, 1791.4954, 2457.132
533, -968.4328, 674.72504, 1326.1853, 1900.2001, 2472.4336
534, -1425.1034, 690.6254, 1372.018, 2017.259, 2384.7712
535, -1204.5134, 616.06525, 1202.9867, 1833.518, 2263.3093
536, -1094.6025, 839.3664, 1222.9318, 1711.3672, 2384.1177
537, 10.667587, 925.63855, 1398.8452, 1875.9877, 2435.3582
538, -349.4661, 753.0412, 1414.8783, 1973.0515, 2438.15
539, -474.34055, 936.62537, 1378.4485, 1872.387, 2382.525
540, 147.77829, 1223.8285, 1502.7493, 1989.9897, 2479.7498
541, -284.71692, 1447.924, 1625.7008, 2079.1116, 2430.1765
542, -634.32275, 1156.5569, 1528.5486, 2082.767, 2507.2517
543, -514.8965, 995.68823, 1492.9604, 1964.9563, 2442.8206
544, -1236.0798, 1332.7303, 1596.5854, 2059.4202, 2521.8567
545, 38.213867, 1097.7482, 1597.657, 2081.2307, 2561.383
546, -545.37476, 1299.3275, 1541.8999, 1995.2576, 2422.934
547, -1039.125, 923.8943, 1433.1959, 1955.1052, 2395.7473
548, 229.64642, 1122.0184, 1551.2736, 1993.0996, 2470.365
549, -148.26382, 803.0667, 1433.8315, 1994.633, 2474.694
550, -915.029, 630.4477, 1383.6519, 1988.7544, 2388.9114
551, -1056.4725, 769.7812, 1327.5854, 1892.8704, 2569.8235
552, -1510.4629, 594.56287, 1337.0266, 1979.4475, 2384.643
553, 74.95276, 839.0711, 1431.7289, 1996.6428, 2369.1292
554, -1425.5514, 1004.68884, 1472.3677, 1976.283, 2552.535
555, -1266.222, 1190.1405, 1464.3098, 1999.8687, 2351.094
556, -660.1791, 598.621, 1286.1282, 1918.5049, 2433.9778
557, -1275.2474, 867.597, 1442.4572, 1997.918, 2472.1836
558, -124.29649, 698.1904, 1358.8586, 1907.3793, 2499.1067
559, -1121.2006, 950.42554, 1437.3118, 1940.3269, 2401.23
560, -1180.4454, 652.228, 1335.5759, 1921.9866, 2430.61
561, -1007.62103, 666.05914, 1312.3746, 1897.182, 2394.177
562, -1401.5358, 664.7974, 1246.2888, 1900.6941, 2447.4587
563, -106.41392, 626.3545, 1331.6909, 1874.4841, 2283.7273
564, -449.32864, 705.13245, 1323.6017, 1864.0126, 2332.5867
565, -453.94424, 908.504, 1424.9858, 1969.2502, 2512.804
566, -478.56436, 843.1214, 1403.4006, 1885.3563, 2620.2922
567, -1371.3229, 770.59326, 1413.1776, 1972.4084, 2392.4648
568, -966.04974, 694.20966, 1336.2784, 1879.6261, 2330.2617
569, -1328.3802, 894.50116, 1341.9409, 1982.2388, 2401.0876
570, -18.730972, 584.232, 1260.0496, 1885.6145, 2446.644
571, 93.479904, 717.7681, 1323.9865, 1904.2487, 2504.813
572, -26.72445, 809.63715, 1422.0082, 1977.7725, 2477.795
573, -211.9786, 560.34656, 1214.956, 1960.9517, 2362.9272
574, -915.2985, 739.64716, 1348.7261, 1943.1257, 2373.353
575, -1399.7076, 853.1798, 1386.4719, 1909.7206, 2402.0017
576, -364.85928, 944.1339, 1430.0413, 1982.5891, 2535.4214
577, -1291.8561, 785.34894, 1324.9745, 1901.3398, 2706.193
578, -59.48739, 599.2422, 1387.2731, 1984.1526, 2393.1191
579, -581.3313, 599.5125, 1336.4777, 1958.8542, 2549.074
580, -64.01779, 912.277, 1390.6344, 1976.894, 2427.22
581, -1185.7933, 517.3024, 1291.2156, 1862.4716, 2456.6047
582, -837.91437, 809.5727, 1305.218, 1897.3899, 2350.8928
583, -478.54858, 556.0162, 1285.7181, 1958.6147, 2332.0403
584, -2.1221771, 1062.7943, 1492.3024, 1980.0286, 2432.9988
585, 32.18782, 612.8099, 1286.3403, 1833.6359, 2395.0867
586, -121.228645, 937.5587, 1439.1852, 2016.1411, 2431.6035
587, -715.8822, 981.07263, 1474.0543, 1985.4153, 2516.4773
588, -902.042, 726.733, 1346.0448, 1911.0958, 2287.8782
589, -376.87817, 816.32697, 1412.1781, 1935.0474, 2441.7463
590, 18.459427, 843.95935, 1492.5127, 2003.4717, 2532.4114
591, -810.41394, 974.57544, 1467.3059, 1974.2339, 2487.3804
592, -34.033485, 986.86926, 1456.8586, 1897.5222, 2383.7566
593, -232.81001, 1035.0112, 1472.4653, 1993.052, 2556.8481
594, 31.029022, 1286.6594, 1547.6367, 2032.696, 2415.2498
595, 176.91699, 816.7039, 1441.8491, 1903.3099, 2447.5378
596, -307.9463, 734.36395, 1352.4639, 1938.9377, 2450.5964
597, -1244.75, 589.28876, 1257.0559, 1905.0371, 2363.6294
598, -1692.6415, 645.80115, 1224.8751, 1844.6549, 2450.149
599, -27.990395, 762.2761, 1412.7467, 1904.483, 2270.0781
600, 14.903275, 788.4712, 1406.2177, 1937.3792, 2496.5413
601, -948.24054, 932.39636, 1403.9719, 1882.4509, 2239.2
602, -160.85593, 576.55225, 1326.9834, 1931.2852, 2603.7625
603, -1688.093, 384.96204, 1092.4517, 1859.4504, 2589.9941
604, -1380.7913, 380.12967, 1012.8769, 1647.9386, 2594.268
605, -832.359, 644.3877, 1219.0406, 1805.7434, 2342.852
606, -161.93922, 384.4428, 1206.736, 1870.6189, 2342.5115
607, -677.4043, 722.6917, 1369.2947, 1999.4604, 2449.8455
608, -88.4984, 921.62854, 1377.7198, 1880.3113, 2500.1995
609, -619.9403, 437.0501, 1322.4786, 1932.8599, 2304.4788
610, -466.5388, 666.22205, 1258.1714, 1810.0813, 2297.5955
611, -124.04059, 850.06744, 1404.5765, 1931.1118, 2484.5852
612, 9.925934, 786.9174, 1398.157, 1964.5725, 2514.5332
613, -568.3506, 1072.0992, 1531.7155, 2099.9434, 2520.268
614, -768.64856, 1228.6272, 1538.9194, 2056.3113, 2399.9006
615, -207.69408, 798.7687, 1390.0376, 1945.2278, 2427.371
616, -508.75797, 993.9343, 1471.9586, 2011.0276, 2374.1106
617, -1315.952, 1083.2338, 1437.5442, 1918.5647, 2414.9143
618, -213.07104, 1004.6395, 1465.0741, 1925.9019, 2398.2102
619, -1064.1069, 871.4912, 1408.4274, 1925.6497, 2605.3796
620, -561.4804, 775.74316, 1406.2214, 1959.2607, 2375.8523
621, -197.83743, 954.3467, 1468.164, 2033.468, 2557.8206
622, -174.09767, 1009.2355, 1437.2808, 1942.2488, 2492.0876
623, 35.5941, 1132.7726, 1481.6128, 1938.6321, 2458.8638
624, 186.66766, 1245.543, 1552.1139, 2044.5493, 2589.0903
625, -204.25752, 817.30615, 1463.1503, 2054.5798, 2518.863
626, -863.8959, 1023.0165, 1518.739, 2144.5183, 2495.5774
627, 83.05751, 969.38184, 1505.6841, 2030.4106, 2420.9263
628, -40.92449, 1159.425, 1515.6691, 1972.6384, 2511.0496
629, -1180.1672, 622.28534, 1325.7192, 1972.8674, 2427.6345
630, -1602.9802, 537.01624, 1375.1167, 2043.5239, 2642.8513
631, -686.11993, 1128.2946, 1527.5448, 2052.5037, 2534.6902
632, -808.9393, 989.80164, 1515.8894, 2069.366, 2560.1892
633, -1085.5479, 741.0478, 1473.7251, 2053.886, 2536.5652
634, 198.43796, 1303.8207, 1632.7052, 2100.4106, 2626.399
635, -120.44845, 1196.0358, 1621.3347, 2092.1284, 2585.8674
636, 71.24353, 1257.5311, 1574.4471, 2036.9746, 2487.0938
637, -949.1929, 1354.4652, 1677.0563, 2158.3345, 2686.459
638, -863.73016, 861.49347, 1563.8992, 2088.8943, 2542.0833
639, -890.164, 1247.4431, 1590.2103, 2098.184, 2418.498
640, -494.94473, 1294.8251, 1585.4393, 2017.3772, 2582.098
641, -914.26654, 822.1845, 1431.6765, 1969.3982, 2475.3691
642, 12.991409, 680.59894, 1368.8705, 1997.0422, 2431.1257
643, 50.320007, 985.51733, 1464.212, 1966.925, 2436.2095
644, -127.625725, 846.3583, 1412.7527, 1990.1343, 2467.558
645, -1350.6807, 647.872, 1347.2957, 1962.4937, 2477.968
646, -809.98065, 810.4159, 1363.0122, 1874.633, 2449.7063
647, -142.82498, 1126.4567, 1537.4714, 2030.2925, 2636.836
648, -946.4245, 835.61774, 1414.8181, 1919.1155, 2574.6404
649, -82.98654, 605.7687, 1327.1837, 1949.8843, 2270.6978
650, -4.9591904, 695.2116, 1455.0731, 2093.7917, 2519.943
651, 115.66475, 1090.6917, 1537.7339, 2033.4922, 2609.4143
652, 74.56267, 1068.1951, 1490.7697, 2019.8506, 2473.7405
653, -1641.234, 937.8041, 1505.4371, 2059.4036, 2682.3064
654, -943.1287, 873.4489, 1467.8207, 2020.3542, 2579.075
655, 55.224106, 1066.2134, 1600.603, 2131.155, 2517.5723
656, -703.0766, 1088.7483, 1575.6433, 2155.3325, 2746.7817
657, -682.72253, 1094.3627, 1500.2205, 2021.3601, 2603.171
658, -1235.9182, 988.6509, 1478.7554, 2026.7949, 2477.054
659, -1402.2936, 803.7735, 1406.3684, 1985.0632, 2406.3381
660, -1281.7306, 413.5724, 1292.7471, 2047.2634, 2711.3616
661, -529.4249, 537.5986, 1221.4059, 1768.9902, 2331.2173
662, 134.07242, 739.1692, 1375.0491, 1846.3871, 2492.677
663, -1319.5872, 705.99066, 1301.8313, 1961.888, 2500.3926
664, -247.7232, 633.11536, 1328.4117, 1921.3118, 2504.4343
665, -204.3352, 699.8287, 1438.9978, 2024.4172, 2435.6323
666, -424.1875, 989.6033, 1463.5256, 2072.8694, 2572.0566
667, 77.400314, 947.68665, 1479.4814, 2065.1033, 2441.9622
668, -1438.2213, 648.55035, 1381.5685, 2133.5203, 2480.1716
669, -956.4062, 581.3501, 1276.0864, 1974.5342, 2453.8992
670, -1007.97015, 388.13757, 1189.9532, 1864.3446, 2569.6462
671, -200.23666, 726.79803, 1444.7625, 2019.323, 2494.7349
672, -1136.3799, 693.1326, 1383.1975, 1974.9946, 2478.927
673, -158.1293, 927.181, 1446.1658, 2028.3599, 2661.6157
674, -1215.4962, 876.7898, 1401.3788, 2004.3845, 2494.3054
675, -62.348022, 408.84967, 1216.5157, 1879.7191, 2470.4646
676, -130.5478, 629.1762, 1327.8822, 1933.981, 2452.1575
677, -952.8475, 751.27155, 1352.2936, 1923.6028, 2550.2039
678, -1043.3994, 765.3369, 1303.3435, 1901.8268, 2340.9888
679, -1618.3196, 740.8711, 1260.7662, 1883.3773, 2453.7056
680, -1325.3939, 818.861, 1342.0625, 1871.8955, 2305.5457
681, -249.56805, 804.9613, 1364.9341, 1971.0332, 2428.9885
682, 28.552902, 715.8714, 1312.168, 1820.9325, 2446.1035
683, -888.97784, 758.4655, 1367.3171, 1916.3352, 2607.7434
684, -163.69305, 665.7025, 1347.3096, 1941.71, 2336.9045
685, -1126.3274, 590.35785, 1293.7385, 1826.8513, 2467.7332
686, -766.14703, 660.2167, 1293.346, 1929.2585, 2331.0876
687, -613.2566, 768.6373, 1395.1659, 1955.4841, 2440.8572
688, -1203.6744, 962.01965, 1411.4973, 1975.4324, 2482.4187
689, -965.8896, 833.27655, 1408.0718, 1997.7507, 2621.2964
690, -23.486023, 1222.674, 1476.6294, 1888.1381, 2449.7012
691, -1668.8695, 744.90283, 1317.8322, 1852.5255, 2372.05
692, -796.50287, 713.3378, 1365.3868, 1940.8904, 2553.9055
693, -1114.3872, 974.609, 1363.4722, 1946.4512, 2449.0396
694, 63.642014, 444.45648, 1164.4364, 1773.0353, 2440.173
695, -783.66327, 567.2057, 1142.0597, 1737.6785, 2560.8518
696, -605.2031, 551.7599, 1226.6091, 1825.9978, 2495.985
697, -1295.3375, 455.03265, 1165.6378, 1773.1522, 2396.2954
698, -888.34326, 809.8977, 1284.5713, 1833.3185, 2540.4546
699, -1069.6196, 790.43317, 1306.7229, 1831.0916, 2554.7954
700, -1133.9021, 775.0727, 1338.6466, 1868.3875, 2429.2578
701, -335.9325, 662.2988, 1311.4248, 1861.8154, 2475.8552
702, -770.4532, 480.54852, 1265.6722, 1936.8989, 2475.1958
703, -1688.2716, 458.72156, 1206.1396, 1845.9559, 2622.0356
704, -437.6941, 819.30975, 1312.6517, 1833.009, 2480.1057
705, -1164.0338, 724.4076, 1268.0199, 1854.5332, 2355.3796
706, -1205.9083, 393.03937, 1082.6963, 1707.156, 2799.287
707, -708.4779, 448.91028, 1092.4979, 1721.289, 2395.238
708, -1822.6962, 653.143, 1089.6472, 1673.3738, 2328.1738
709, -291.39917, 401.08185, 1066.1848, 1632.0344, 2401.3538
710, -1340.9467, 641.7397, 1162.0889, 1677.43, 2379.5334
711, -434.50116, 573.6353, 1186.9847, 1768.7645, 2484.7546
712, -1465.3156, 591.2829, 1158.8627, 1711.9279, 2424.9004
713, -853.89923, 583.6714, 1166.726, 1722.5211, 2648.9724
714, -1265.0978, 636.12823, 1113.3364, 1677.533, 2543.9993
715, -943.103, 427.5843, 1031.9407, 1682.2045, 2239.6074
716, -116.06192, 625.3639, 1268.062, 1875.4854, 2714.406
717, -697.7756, 713.1393, 1195.8185, 1706.0306, 2490.0242
718, -1006.148, 495.46124, 1115.1377, 1815.3256, 2346.2524
719, -1348.209, 493.0473, 1114.5691, 1815.7067, 2493.7722
720, -469.9064, 396.17023, 1111.4261, 1665.9335, 2563.6997
721, -1052.9568, 388.58893, 1146.9312, 1793.3861, 2537.593
722, -971.3549, 444.19745, 1118.4441, 1710.859, 2508.273
723, -423.29462, 366.99057, 1198.1079, 1857.2433, 2638.6245
724, -638.5906, 501.9842, 1158.6499, 1809.8701, 2287.4949
725, -332.1353, 558.9603, 1276.7853, 1832.8073, 2438.6355
726, -1005.7043, 819.90936, 1355.0286, 1937.3342, 2442.1675
727, -1.7868805, 686.26764, 1321.1318, 1916.5206, 2334.7573
728, -1026.3938, 466.6942, 1171.532, 1798.2291, 2667.2344
729, -1617.1713, 769.48926, 1285.5681, 1891.997, 2501.927
730, -929.99005, 657.47626, 1194.1307, 1798.5822, 2397.5452
731, -736.23956, 707.7321, 1383.7186, 1927.5132, 2566.7039
732, -735.1172, 871.4185, 1351.0535, 1875.301, 2493.1362
733, -1321.6514, 599.47363, 1263.5323, 1848.089, 2532.619
734, -801.07184, 682.3682, 1344.9296, 1996.9221, 2479.7617
735, -374.55933, 496.3239, 1238.7819, 1868.5948, 2453.5222
736, -1498.6073, 992.59705, 1448.0917, 2005.6355, 2432.3806
737, -285.69757, 758.0286, 1367.9828, 1923.145, 2488.7356
738, -551.01733, 1039.564, 1472.9371, 2022.1653, 2402.2537
739, -801.0522, 528.0412, 1172.9153, 1830.8156, 2267.2402
740, -980.9868, 469.81964, 1245.292, 1899.171, 2454.9253
741, -507.15744, 475.3565, 1264.0507, 1944.6934, 2370.061
742, -274.59802, 703.62354, 1325.5548, 1889.6637, 2442.1584
743, -1428.7084, 525.41534, 1248.8652, 1876.6605, 2490.0642
744, -162.5284, 705.29626, 1390.7332, 1982.6189, 2459.2683
745, -306.79755, 851.3614, 1365.4608, 1877.2135, 2431.6194
746, -1665.8378, 613.99805, 1199.3154, 1815.0334, 2426.5266
747, -989.90137, 373.12643, 1093.5305, 1809.6958, 2353.1035
748, -861.16595, 450.25, 1143.68, 1820.723, 2388.5796
749, -609.0254, 383.32327, 1124.764, 1788.8671, 2437.2769
750, -937.4583, 445.67517, 1109.826, 1806.2002, 2441.6423
751, -959.8729, 604.945, 1179.1068, 1772.0631, 2532.6038
752, -1475.5946, 392.5304, 1077.3004, 1702.5944, 2291.5764
753, -1108.6035, 449.1549, 1144.0665, 1802.633, 2447.3848
754, -883.14124, 398.14478, 1170.7606, 1865.081, 2459.5945
755, -629.0071, 417.70215, 1169.9807, 1773.9833, 2389.911
