GA,Lowest,Q1,Avg.,Q3,Highest
1131, 11.78064, 772.53314, 1615.6384, 2255.9458, 2847.5835
1132, -569.2108, 1029.1136, 1679.7979, 2206.7366, 2857.2085
1133, -1115.583, 1363.2502, 1747.6012, 2403.262, 2933.1345
1134, -420.9773, 1117.5957, 1641.463, 2314.0813, 2820.4429
1135, -600.2635, 1265.6222, 1724.6305, 2307.7024, 2936.0452
1136, -669.8961, 963.09546, 1664.7306, 2226.1682, 2822.1016
1137, -562.88855, 972.8751, 1610.823, 2362.2095, 2887.453
1138, -509.43896, 755.01605, 1474.9469, 2146.8455, 2648.2192
1139, -1509.9911, 701.31213, 1501.274, 2266.7131, 2809.9585
1140, -1368.6101, 507.7149, 1372.6779, 2192.9875, 2633.967
1141, -1145.5254, 671.99005, 1462.0778, 2170.4805, 2691.0938
1142, -384.9186, 732.0729, 1560.2454, 2204.2178, 2757.6206
1143, -581.9298, 747.96906, 1542.698, 2247.4758, 2881.8367
1144, -349.06897, 779.1891, 1484.3359, 2094.8643, 2872.359
1145, -355.2646, 683.6364, 1536.5575, 2238.8457, 2743.9258
1146, -108.7707, 874.7762, 1611.6534, 2250.9004, 2910.533
1147, -126.115875, 1285.7731, 1788.4988, 2431.6665, 2976.1567
1148, -828.8734, 1168.5587, 1708.0398, 2311.5112, 2745.2424
1149, -1554.2803, 1229.5844, 1728.8503, 2370.5728, 2845.0132
1150, -813.7728, 1063.9701, 1643.1311, 2281.7263, 2972.9985
1151, -1432.6875, 1292.3949, 1781.5145, 2309.0544, 2716.1707
1152, -553.62524, 1000.5359, 1655.2959, 2324.161, 2766.6921
1153, -1198.5453, 614.6601, 1519.5614, 2369.6335, 2799.898
1154, -46.041283, 956.25745, 1589.6293, 2201.0117, 3005.8853
1155, -789.24817, 809.9446, 1618.1193, 2278.235, 2960.2517
1156, -579.18475, 1219.8438, 1671.0238, 2281.309, 2989.953
1157, -319.87833, 1235.6481, 1680.9006, 2267.592, 2671.561
1158, -1436.0463, 648.1431, 1474.937, 2204.0168, 3015.0857
1159, -1284.4823, 813.39453, 1501.9832, 2160.0984, 3117.1472
1160, -1059.9775, 678.4159, 1461.8048, 2213.5747, 2707.053
1161, -1177.6051, 629.08466, 1443.8903, 2231.7031, 2779.2048
1162, -1155.7057, 1183.8391, 1641.5798, 2183.5085, 2785.5354
1163, -1399.3212, 786.69904, 1563.4198, 2310.3892, 3083.1492
1164, -1714.6973, 774.57477, 1478.741, 2205.1943, 2691.9949
1165, -1337.1316, 736.93695, 1532.6779, 2271.3616, 2807.402
1166, -547.636, 1183.3019, 1691.8636, 2350.0552, 3006.6235
1167, -1009.06445, 1019.11597, 1626.4708, 2354.5955, 2856.0188
1168, -1176.1787, 1534.0802, 1808.9275, 2378.6277, 2923.834
1169, -617.9546, 1558.3373, 1820.4698, 2366.0508, 2793.5828
1170, -986.2773, 1465.6162, 1810.5029, 2414.5176, 2820.103
1171, -165.31015, 1506.5588, 1843.7373, 2351.2813, 2864.871
1172, -212.09149, 1469.0862, 1811.7164, 2359.183, 2734.9006
1173, -232.84814, 962.7228, 1657.2407, 2279.7312, 2777.4968
1174, -1039.4045, 1357.8931, 1779.6809, 2399.5464, 2804.8281
1175, 4.6992645, 1083.4615, 1759.648, 2325.037, 2832.4045
1176, 70.705215, 1446.2272, 1845.9475, 2362.5579, 2971.652
1177, 121.94826, 1127.9794, 1794.9893, 2391.9866, 2921.9976
1178, -1233.9056, 823.8877, 1631.9923, 2342.2578, 2907.453
1179, -790.171, 1184.0686, 1711.7585, 2317.3354, 2898.1277
1180, -963.9535, 1480.0619, 1796.5961, 2337.387, 2912.5916
1181, -551.36804, 1330.378, 1811.138, 2416.0125, 2999.5078
1182, -21.54956, 1243.5192, 1830.6477, 2407.3699, 2962.9937
1183, -170.00726, 1520.4425, 1977.5039, 2535.6853, 2886.3972
1184, 100.13965, 1630.9756, 1925.2446, 2475.0417, 2897.104
1185, -13.6289215, 1670.4417, 2044.5189, 2550.6099, 3094.7114
1186, 53.518494, 1699.0544, 1979.7173, 2462.0945, 3084.5325
1187, 24.555405, 1732.7175, 2023.6243, 2483.6128, 3036.644
1188, -120.27039, 1295.7797, 1786.478, 2366.5176, 2865.6577
1189, 104.08392, 1048.2449, 1756.2886, 2383.591, 3033.8464
1190, -977.46136, 1055.2336, 1675.244, 2417.2422, 3027.2075
1191, 74.56026, 1355.4708, 1813.2377, 2462.0862, 3054.068
1192, 195.06332, 1747.6462, 1964.5815, 2409.6423, 2929.1145
1193, -564.9047, 1306.6772, 1825.5522, 2388.7302, 2929.3965
1194, -696.5604, 1007.0453, 1640.7004, 2190.5818, 2940.725
1195, -1244.6313, 796.3773, 1502.351, 2268.7813, 2750.7498
1196, -1371.0421, 681.11383, 1486.0681, 2285.49, 3022.9604
1197, 60.070313, 837.2702, 1613.2266, 2265.7483, 2873.5508
1198, -510.56616, 954.0574, 1712.5964, 2345.4453, 2897.3455
1199, -1035.7124, 995.6598, 1648.5376, 2296.2888, 2890.614
1200, -252.51282, 1142.8821, 1713.6793, 2318.022, 2944.3372
1201, -1381.6627, 1302.3549, 1732.5415, 2314.184, 3018.8628
1202, -605.44885, 1269.1827, 1674.4072, 2315.3325, 2866.6907
1203, 99.53865, 1544.5629, 1859.4971, 2460.3293, 2798.9058
1204, -412.19937, 1147.6633, 1734.8309, 2308.3477, 2879.01
1205, 250.6586, 1332.3021, 1865.6205, 2361.7292, 2886.5417
1206, -514.21594, 972.1881, 1633.4801, 2249.7913, 2782.5493
1207, -311.01294, 1343.2374, 1790.9371, 2362.811, 3104.5344
1208, -331.23892, 1394.5216, 1809.2594, 2443.7515, 3141.297
1209, -600.76013, 961.5331, 1761.4727, 2398.897, 2863
1210, -1190.607, 1009.3119, 1740.6371, 2382.0508, 2888.2102
1211, -33.68905, 1587.0869, 1897.6798, 2370.4058, 2892.2556
1212, -1229.7084, 1339.745, 1756.7202, 2411.6262, 2825.916
1213, 124.49957, 1005.4685, 1737.1001, 2364.7668, 2891.2163
1214, -185.91376, 1073.0619, 1706.3839, 2334.0474, 2973.3284
1215, -1217.1575, 700.3886, 1634.2466, 2316.8274, 2863.3315
1216, -930.18256, 1225.0892, 1770.0105, 2459.6882, 2931.3599
1217, -523.5847, 1418.9006, 1865.7681, 2425.9097, 3121.9253
1218, 10.1449585, 1046.5809, 1709.9862, 2343.112, 2892.6675
1219, -1437.8248, 1155.2021, 1730.6882, 2352.7095, 2873.6501
1220, -106.428215, 1370.7151, 1838.318, 2400.6292, 2905.0251
1221, -182.15671, 1204.3663, 1809.529, 2365.6438, 2910.2244
1222, -951.0698, 718.5194, 1643.7103, 2392.4075, 3014.7341
1223, -1027.6771, 1218.6996, 1764.7133, 2366.821, 2975.4983
1224, -468.80557, 1216.4001, 1705.7568, 2348.7107, 2781.7805
1225, -1182.3124, 1341.1067, 1762.6986, 2384.4592, 2818.621
1226, 59.051956, 1042.1105, 1659.664, 2265.209, 3050.2175
1227, -528.82117, 1383.3557, 1746.2197, 2289.312, 2920.2422
1228, -201.99908, 1186.5497, 1672.3894, 2275.3816, 2808.177
1229, 61.759567, 1177.6573, 1709.5333, 2219.8113, 2857.2117
1230, -1358.6045, 831.35254, 1575.4078, 2337.3997, 2902.7854
1231, 24.82257, 1352.086, 1800.953, 2393.2083, 2965.3071
1232, -1213.4856, 1076.9713, 1725.9335, 2303.2505, 2930.976
1233, 12.04155, 1260.4386, 1716.8353, 2282.5305, 2811.0095
1234, -1305.2156, 1301.7225, 1724.1295, 2313.9875, 2829.0854
1235, -298.9662, 1340.4333, 1728.7286, 2304.9849, 2749.0227
1236, -1204.2305, 1345.3751, 1825.1205, 2418.584, 3053.271
1237, 40.41719, 1517.1565, 1856.3799, 2395.94, 3000.3372
1238, -184.58298, 1020.74744, 1779.3108, 2405.807, 3045.5273
1239, -1648.5802, 1026.5421, 1680.1017, 2273.843, 2886.791
1240, -452.99142, 1137.7299, 1794.4117, 2391.8535, 2851.8972
1241, -1388.0245, 1461.2122, 1808.8992, 2383.045, 2977.5369
1242, -1200.9828, 1092.7205, 1729.8856, 2362.3665, 3001.9414
1243, 40.72371, 1331.2135, 1772.445, 2403.934, 2986.6018
1244, -722.4637, 992.8989, 1679.019, 2365.6135, 2953.439
1245, 69.09253, 1288.7515, 1741.4695, 2293.6038, 3140.8484
1246, -780.3265, 963.0912, 1636.5585, 2354.4978, 2789.7456
1247, -818.798, 1299.765, 1784.7379, 2333.567, 2775.869
1248, -6.2810745, 1427.622, 1771.1472, 2396.689, 3116.9063
1249, -507.4846, 923.2147, 1620.8386, 2281.0059, 2759.449
1250, -1343.073, 1455.2911, 1779.7351, 2268.2122, 2910.8496
1251, -1048.6531, 640.6818, 1437.5558, 2152.2847, 2842.3162
1252, -1067.8915, 851.22253, 1527.1256, 2323.832, 2916.8733
1253, -1115.2048, 1104.0482, 1648.3813, 2304.039, 2920.724
1254, -307.59338, 935.2567, 1627.4418, 2196.3562, 2992.5522
1255, -877.5831, 713.33234, 1593.3359, 2344.1624, 2870.7778
1256, -1326.5807, 1293.6176, 1694.4865, 2325.9604, 2906.3015
1257, -788.0228, 1007.47754, 1691.8693, 2338.0232, 2978.8132
1258, -439.6801, 1032.2029, 1778.0603, 2421.4546, 3041.8633
1259, -1368.7521, 1026.917, 1721.5328, 2482.2556, 3022.674
1260, 40.15164, 1127.2076, 1712.0697, 2305.0444, 2953.1199
1261, -481.58807, 878.0911, 1611.1, 2283.8374, 3113.5034
1262, -871.1165, 779.4369, 1653.7249, 2358.3875, 2933.7397
1263, -331.19308, 1350.1858, 1826.5481, 2421.1465, 2811.2778
1264, -1213.0696, 1371.5881, 1764.5442, 2380.2244, 2913.838
1265, -1661.4757, 1406.6493, 1766.4282, 2412.9592, 2955.9084
1266, -1862.2881, 934.04395, 1633.4102, 2377.9922, 2877.174
1267, 124.65576, 1074.2382, 1659.2306, 2176.029, 2830.1248
1268, -1224.1051, 699.6724, 1592.9286, 2291.4878, 2967.5461
1269, 56.96544, 1176.204, 1731.7953, 2328.0046, 2822.3398
1270, -451.33456, 1102.0345, 1731.5255, 2305.3586, 2999.8455
1271, -487.67874, 881.3105, 1577.9683, 2276.9338, 2842.6016
1272, -347.2813, 1125.9679, 1630.1713, 2192.3494, 2892.8901
1273, -192.45584, 773.84503, 1484.7323, 2140.7202, 2880.9758
1274, -1899.8239, 579.83417, 1437.338, 2103.1716, 2938.8167
1275, -1453.3201, 613.59424, 1423.6697, 2232.0505, 2981.8494
1276, -1448.6404, 577.1705, 1503.9786, 2205.2107, 2863.155
1277, -1207.1882, 720.19073, 1443.7689, 2218.852, 2758.2593
1278, -557.68066, 1035.057, 1624.418, 2247.3298, 2957.3752
1279, -1144.0171, 921.3718, 1575.3275, 2254.952, 2900.679
1280, -1075.2476, 530.7057, 1456.0917, 2227.1685, 2761.9312
1281, -937.4704, 634.3447, 1543.424, 2346.1401, 3051.267
1282, -1494.5977, 1026.9056, 1584.9764, 2197.3284, 2859.614
1283, -366.72784, 864.1252, 1627.0258, 2301.1294, 2945.922
1284, -383.66736, 822.9996, 1594.0192, 2238.8616, 2918.746
1285, -418.38635, 1017.89124, 1585.6954, 2201.332, 2899.0012
1286, -530.3606, 857.7788, 1547.3625, 2186.6323, 2890.0918
1287, -1270.006, 770.7206, 1421.1324, 2100.1094, 2783.1626
1288, -1520.0946, 357.88882, 1278.2308, 2041.2078, 2789.3599
1289, 73.73689, 697.92957, 1366.5007, 2075.559, 2783.3303
1290, -706.19574, 517.69525, 1324.9441, 2042.228, 2799.4128
1291, -1911.3314, 674.74615, 1466.004, 2184.1958, 2761.0159
1292, -490.17358, 795.46063, 1488.953, 2180.095, 2679.5688
1293, -538.1775, 1174.2787, 1597.0039, 2121.254, 3016.5237
1294, -1095.0928, 947.5437, 1550.1674, 2255.6328, 2837.818
1295, -821.1828, 1122.0665, 1660.0055, 2305.1365, 2657.3875
1296, -970.82776, 765.9261, 1499.11, 2078.533, 2891.4207
1297, -567.0304, 478.48273, 1388.932, 2071.0024, 2724.9922
1298, -1442.9983, 783.7368, 1478.6637, 2162.2285, 2921.5872
1299, -832.91266, 1026.0969, 1575.9413, 2227.803, 2751.819
1300, -854.20197, 773.28705, 1556.4504, 2170.8035, 2819.32
1301, -1148.0669, 1474.8739, 1720.1373, 2279.2097, 2875.8296
1302, -1332.3822, 611.24414, 1496.0728, 2261.0388, 2761.0159
1303, -1296.5796, 787.6872, 1571.7722, 2187.5735, 2801.0486
1304, -1039.5642, 864.6412, 1577.6525, 2242.7332, 2869.6147
1305, -382.08575, 738.63885, 1563.208, 2265.403, 2891.673
1306, -837.65204, 1078.2325, 1633.9594, 2254.3477, 2827.2883
1307, 3.0830994, 789.3815, 1553.5732, 2243.1804, 2780.9297
1308, -219.35056, 706.93756, 1629.3593, 2324.2993, 2848.4185
1309, -281.0716, 926.7334, 1616.2585, 2222.3967, 2856.2856
1310, -58.563072, 998.09143, 1569.2599, 2187.383, 2790.0652
1311, -540.2844, 780.75946, 1425.6274, 2037.7046, 2873.8972
1312, -301.15625, 604.52386, 1522.7903, 2159.6802, 2815.855
1313, -475.5371, 1044.4843, 1620.4055, 2293.4902, 2928.8052
1314, -1513.7042, 779.40356, 1588.6008, 2241.9304, 2940.5776
1315, -981.60504, 1463.9291, 1715.9928, 2174.7732, 2864.4744
1316, 88.612564, 1349.1395, 1784.1364, 2308.5227, 2935.08
1317, -463.04724, 958.3164, 1716.328, 2427.3809, 3013.3616
1318, -213.0871, 1281.9215, 1820.0854, 2398.4207, 3048.4897
1319, -32.17784, 1086.1068, 1704.7998, 2316.427, 2825.469
1320, -405.0643, 864.7546, 1626.423, 2348.033, 2844.293
1321, -820.85205, 1161.7882, 1706.0088, 2358.7534, 2912.9429
1322, -285.72437, 994.5381, 1652.2004, 2313.3455, 2927.1113
1323, -262.69955, 1250.416, 1736.228, 2236.403, 2922.2378
1324, -241.55371, 1242.4894, 1748.0999, 2359.826, 2916.9165
1325, -94.65487, 1121.2103, 1696.6282, 2356.7363, 2756.3923
1326, 110.54202, 1055.7352, 1663.4539, 2254.9, 2960.9731
1327, 40.488937, 1060.7617, 1693.7595, 2362.4207, 2851.8535
1328, -344.50974, 1310.5103, 1694.6505, 2261.967, 2759.5403
1329, -873.6953, 873.767, 1625.0206, 2292.6714, 3014.821
1330, -1063.9742, 712.9091, 1545.0458, 2331.3054, 2833.1235
1331, -349.64108, 1018.97485, 1610.8905, 2315.6226, 2832.0764
1332, -196.08652, 1051.4592, 1603.1362, 2278.5344, 2882.8215
1333, 33.54677, 1015.42664, 1696.7583, 2386.657, 2893.056
1334, -1337.4061, 930.0896, 1622.3036, 2317.0786, 2827.8162
1335, -49.222168, 1427.3529, 1792.2422, 2321.5837, 2767.9597
1336, -307.78296, 1141.5116, 1723.4889, 2266.0515, 2789.0403
1337, -397.74878, 1444.222, 1845.8995, 2418.277, 2943.9016
1338, 84.58235, 1235.2152, 1722.102, 2265.4648, 2783.141
1339, -488.81744, 935.93726, 1614.4315, 2197.6042, 2791.6223
1340, 109.77519, 1067.2014, 1702.5112, 2264.6418, 2850.0183
1341, -462.0396, 1570.329, 1813.3389, 2307.468, 2676.1711
1342, -403.87802, 1575.0984, 1811.9775, 2317.56, 2956.6887
1343, -672.6675, 1097.4119, 1595.7645, 2187.854, 2649.0134
1344, -385.43317, 766.9111, 1579.8428, 2204.5242, 2813.3347
1345, -438.00784, 930.2942, 1611.115, 2140.7327, 2894.217
1346, -1159.5803, 710.4442, 1531.4907, 2222.3855, 2798.4832
1347, -74.3526, 1289.0977, 1735.071, 2363.1563, 2788.7913
1348, -1103.4447, 1233.778, 1783.9407, 2347.3672, 2862.3655
1349, -196.21272, 1081.0836, 1714.3154, 2325.4668, 2930.9915
1350, -524.81116, 1269.0641, 1721.3148, 2318.4524, 2852.0117
1351, -1304.0336, 1591.8903, 1697.1288, 2254.4866, 2589.7195
1352, -375.5545, 779.55164, 1550.8093, 2253.2344, 2808.0344
1353, -298.69763, 1038.8611, 1632.6428, 2255.3594, 2739.6267
1354, -484.46875, 698.14233, 1648.1138, 2318.0286, 3087.8386
1355, 39.010086, 980.9153, 1744.7797, 2405.5522, 2815.264
1356, 34.617706, 1385.628, 1832.7645, 2365.3645, 2802.9497
1357, -828.9107, 1194.552, 1695.3983, 2355.97, 2925.49
1358, -258.02496, 1358.4143, 1825.9005, 2438.431, 2957.7205
1359, 89.50154, 1181.5885, 1734.6101, 2354.799, 3097.805
1360, -247.921, 1427.9204, 1792.5073, 2358.315, 2868.8784
1361, -362.82095, 937.6588, 1720.513, 2311.412, 2937.4468
1362, -741.5346, 1030.8618, 1668.6726, 2329.4153, 2932.3748
1363, -457.44266, 967.84766, 1601.548, 2316.39, 2824.7732
1364, -1069.5613, 1603.0233, 1829.0127, 2306.826, 3002.8613
1365, -972.0812, 1519.6865, 1805.1758, 2366.3733, 3064.629
1366, -51.207214, 905.4463, 1639.3215, 2231.364, 2818.2183
1367, -240.50018, 1351.8622, 1718.8573, 2313.602, 2913.4568
1368, -49.604767, 1094.6249, 1647.0088, 2281.7598, 2887.8918
1369, -1542.55, 1121.9744, 1684.701, 2291.8984, 2680.8267
1370, -20.977486, 1196.6422, 1721.9435, 2319.4258, 2805.4148
1371, -1286.2427, 1303.9824, 1721.4385, 2298.138, 2907.5032
1372, -563.3119, 435.9685, 1424.823, 2276.7969, 2763.4587
1373, 58.464478, 1169.0997, 1757.5642, 2365.6694, 2939.619
1374, -1302.9353, 1085.8593, 1586.3539, 2218.184, 2785.3884
1375, -1366.1859, 845.42194, 1539.4917, 2200.9421, 2814.6543
1376, -1871.1354, 505.98883, 1466.7926, 2289.041, 2912.5134
1377, -1723.0859, 1055.7611, 1598.145, 2267.068, 2692.1821
1378, -1361.653, 945.1809, 1597.7333, 2288.2642, 2768.651
1379, -528.791, 922.1024, 1597.7046, 2215.4866, 2776.9778
1380, -633.8641, 931.5707, 1667.778, 2293.5464, 2899.6125
1381, -1337.4362, 1003.63074, 1649.7786, 2247.3308, 3016.136
1382, 115.43269, 1231.8463, 1731.2059, 2255.021, 2901.263
1383, -877.7668, 1070.2395, 1819.0096, 2373.7378, 2977.8774
1384, 25.307755, 922.52954, 1681.2097, 2378.568, 2819.8298
1385, -407.47696, 1258.3527, 1829.434, 2358.2988, 3028.8848
1386, 59.30365, 1641.4786, 1890.802, 2440.477, 3041.2266
1387, -511.2165, 878.8216, 1661.6335, 2342.5195, 3008.7617
1388, -895.99133, 1248.1582, 1765.5743, 2374.9634, 2988.4634
1389, -1485.4531, 889.53796, 1711.4312, 2374.5867, 2994.4165
1390, -78.75072, 1179.8625, 1824.5294, 2460.3247, 3088.8027
1391, -670.2736, 1189.3541, 1797.0247, 2357.2708, 2777.113
1392, -89.56739, 1089.9618, 1753.6757, 2392.6755, 2963.2039
1393, -218.15878, 559.23553, 1488.7417, 2194.7917, 2853.509
1394, -185.02779, 1076.9594, 1689.0933, 2360.8784, 2960.1619
1395, -482.06564, 1482.4003, 1780.3025, 2284.114, 2873.5466
1396, -510.18262, 847.54443, 1622.0889, 2323.1804, 2753.7593
1397, -598.7793, 869.5252, 1563.472, 2177.4944, 2852.715
1398, -374.20334, 633.4094, 1505.2333, 2206.5972, 2807.416
1399, -1237.6229, 678.2365, 1477.634, 2248.7422, 2990.2847
1400, -22.084831, 903.10364, 1514.7749, 2145.3367, 2725.3167
1401, -8.199287, 1071.828, 1641.6401, 2245.6013, 2995.365
1402, -1662.8939, 842.18677, 1561.5336, 2337.211, 2986.8425
1403, -680.5247, 980.69946, 1657.7903, 2345.2346, 2844.5833
1404, -600.8027, 1238.9688, 1813.0256, 2427.3262, 2872.8452
1405, -323.59137, 1320.6965, 1867.0231, 2446.4868, 3001.7847
1406, -733.96185, 1348.302, 1793.0111, 2393.3237, 2877.5627
1407, -1873.2167, 1183.0941, 1771.1963, 2368.7988, 2793.1702
1408, -571.42334, 1337.6467, 1743.3633, 2350.2324, 2998.571
1409, -310.2248, 1132.4442, 1690.2223, 2325.4888, 2979.1746
1410, -622.0455, 1327.5399, 1790.4148, 2379.0369, 2788.3433
1411, -1031.9177, 1171.7906, 1786.764, 2369.653, 2795.8171
1412, -880.0956, 930.1398, 1706.7805, 2348.6204, 2958.9966
1413, -241.13464, 1049.9719, 1757.6964, 2355.5874, 3015.0366
1414, -177.14545, 979.2384, 1617.4825, 2302.277, 3069.6108
1415, 77.261856, 1045.4102, 1712.1779, 2243.9778, 2717.2375
1416, -328.2002, 1243.6049, 1682.0288, 2327.5125, 3006.2917
1417, -429.61777, 1035.5607, 1669.1891, 2266.862, 2836.073
1418, -283.48636, 988.4072, 1651.77, 2323.7573, 2897.412
1419, 89.89636, 1203.65, 1720.5039, 2332.2156, 2830.0781
1420, 75.62132, 1469.4844, 1862.0192, 2433.0964, 3001.3562
1421, 89.44629, 1512.1589, 1886.4261, 2413.7637, 3039.8455
1422, -344.87643, 1463.2032, 1824.3098, 2450.0925, 2893.852
1423, -118.3153, 1406.6976, 1820.7397, 2375.6228, 3080.0037
1424, -534.35645, 1385.1066, 1852.5614, 2503.8484, 2865.1106
1425, 3.567154, 1405.9008, 1838.7809, 2344.3074, 2950.8306
1426, -27.52732, 1421.6178, 1852.516, 2457.8772, 2944.6797
1427, -367.53674, 763.53766, 1598.4753, 2296.8296, 2835.1265
1428, -501.48972, 1277.6779, 1681.5106, 2224.8247, 2932.5793
1429, -499.35416, 978.4359, 1657.1836, 2305.9373, 2954.937
1430, -699.3156, 1188.3318, 1705.4039, 2256.5532, 3069.1597
1431, -160.53922, 1081.7604, 1619.8947, 2275.5645, 3123.8499
1432, -198.1033, 813.04596, 1579.706, 2298.4382, 3042.5535
1433, 69.743546, 1637.9628, 1945.6368, 2373.5317, 2955.6401
1434, -162.98831, 1530.8705, 1876.1857, 2372.9475, 2988.4978
1435, 30.479462, 1259.4706, 1717.8358, 2326.365, 3085.363
1436, -518.1371, 1457.752, 1863.7551, 2386.1655, 2989.6206
1437, -153.94682, 1248.5569, 1754.4955, 2327.119, 3015.146
1438, -367.41443, 1156.4552, 1776.2397, 2447.9783, 3010.2156
1439, -342.0442, 1152.8347, 1735.1499, 2295.3853, 2917.6584
1440, -164.27011, 1209.8356, 1822.8109, 2505.9766, 3124.5574
1441, -516.7517, 1402.9327, 1820.6797, 2457.1252, 2977.3833
1442, -109.119064, 1396.0647, 1842.0184, 2393.9534, 2958.1833
1443, -100.41368, 1310.0172, 1823.0132, 2429.7813, 3009.1213
1444, -787.27997, 1711.1025, 1911.1903, 2419.2544, 2921.39
1445, -255.94864, 1652.7621, 1918.9684, 2418.0735, 2964.4167
1446, -117.83267, 1146.5808, 1770.3829, 2402.7856, 2965.2395
1447, -1423.4913, 1297.5256, 1774.0541, 2373.0593, 3148.375
1448, -553.155, 1536.8022, 1843.7842, 2420.8372, 2887.3743
1449, -32.918945, 977.4154, 1696.3064, 2372.097, 3166.4739
1450, -178.09119, 1179.795, 1751.19, 2358.3777, 2924.5085
1451, 26.856522, 1191.1991, 1786.6819, 2403.9097, 2877.7188
1452, 23.061325, 1263.7158, 1812.7568, 2445.1794, 3037.0034
1453, -239.1991, 1275.9548, 1892.7842, 2484.9849, 2964.9277
1454, -109.476944, 1700.2379, 2001.3601, 2455.843, 2920.4863
1455, -116.369415, 1108.3121, 1804.7523, 2447.3901, 3012.6711
1456, -525.4874, 1249.6549, 1773.165, 2398.0933, 2998.4067
1457, -762.8916, 1345.8549, 1758.9291, 2321.5164, 2745.4233
1458, -2.8798294, 1248.5424, 1784.2172, 2373.9197, 2804.4749
1459, -287.55554, 1279.9474, 1736.1735, 2312.1633, 2928.1929
1460, -342.15015, 1055.0868, 1800.9385, 2362.2886, 2959.7578
1461, -252.345, 919.4015, 1735.33, 2409.0881, 2962.4592
1462, -258.1753, 943.40173, 1703.21, 2363.743, 3024.8833
1463, -947.74615, 1367.2223, 1771.7407, 2413.0764, 2930.5408
1464, -399.74063, 1168.404, 1708.9078, 2292.0527, 3115.5256
1465, -306.05786, 1066.2256, 1728.3768, 2389.0906, 2915.815
1466, -133.8543, 1138.2366, 1744.685, 2345.3157, 2922.1406
1467, 111.94371, 925.4596, 1700.9058, 2328.588, 2727.104
1468, -281.2296, 1369.5912, 1849.0313, 2342.9778, 2878.5715
1469, -242.18707, 1567.3215, 1861.6289, 2385.8125, 3021.4998
1470, -186.30742, 1653.7955, 1833.7948, 2269.0203, 2917.856
1471, -148.2181, 1274.7672, 1776.8125, 2365.9338, 2892.0007
1472, -953.76495, 1529.9838, 1873.7231, 2454.3064, 2961.7346
1473, -316.52148, 1023.7014, 1624.861, 2230.1228, 2922.7112
1474, -992.7532, 857.80035, 1579.0563, 2303.34, 2856.8464
1475, -839.6544, 529.7419, 1448.5244, 2259.1858, 2933.1218
1476, -72.590256, 858.21875, 1649.0624, 2357.6997, 2835.466
1477, -283.86172, 1079.7523, 1662.8059, 2329.3088, 2908.0237
1478, -651.51874, 919.40845, 1609.8994, 2286.8926, 2838.903
1479, -291.52676, 1180.8076, 1740.5944, 2285.6152, 2808.666
1480, -492.72974, 1375.0707, 1818.9243, 2474.2283, 2829.4556
1481, 12.18483, 1356.8777, 1794.1466, 2313.941, 2982.6245
1482, 45.26758, 1091.1124, 1625.3225, 2292.2405, 2854.0696
1483, 64.30942, 917.9048, 1691.568, 2299.5251, 2819.6008
1484, -314.73877, 1148.2844, 1707.4614, 2254.4001, 2808.8413
1485, -79.596245, 973.98425, 1570.2181, 2230.0964, 2946.4958
1486, 61.455032, 1078.6107, 1561.6451, 2175.2747, 3023.4272
1487, -596.5571, 1185.4536, 1663.763, 2294.8364, 2861.297
1488, -613.3872, 1070.201, 1611.053, 2199.1946, 2665.58
1489, -184.10548, 691.6071, 1462.2222, 2174.9985, 2818.5862
1490, 6.530121, 1276.7794, 1639.2473, 2262.6934, 2858.8728
1491, -74.58273, 1257.7473, 1666.21, 2265.0613, 3120.8364
1492, -1106.8896, 436.75824, 1359.1167, 2136.1033, 2996.9587
1493, -683.26044, 693.55225, 1563.4888, 2295.8516, 2870.4817
1494, -18.88977, 834.3199, 1604.8756, 2295.0786, 2894.6663
1495, -158.572, 1081.5051, 1718.5105, 2354.1145, 3086.7222
1496, -285.49142, 1577.7244, 1876.4895, 2440.645, 3041.9612
1497, -625.08594, 997.60547, 1708.2241, 2313.1897, 2818.3164
1498, -63.35618, 1299.2557, 1753.2443, 2338.9275, 3053.0383
1499, -1217.2825, 1197.6979, 1744.4932, 2332.5034, 2846.4985
1500, -593.65045, 1469.6198, 1856.9421, 2377.049, 3060.5571
